"title","category"
"Ejection Accretion Structures in YSOs (EASY)","Others"
"Development of Irish Smart Grid Test Bed: Demonstration Projects","Technology"
"Risk Information Visualisation","Technology"
"Ireland-Japan ISCA Progamme","Others"
"Debating Science Issues - National Semi-Finals and Finals","Policy"
"SFI Internship Award","Policy"
"Thermo-fluidic characterisation and modelling of a dry cooled condenser in a conentrated solar power plant","Mathematics"
"Ireland-Brazil ISCA Programme","Policy"
"Ireland-China ISCA Programme","Policy"
"Protein Biomarker Arrays for Personalized Treatment of Prostate Cancer","Biology"
"Keystone Symposium: Hypoxia; from basic mechanisms to therapeutics","Biology"
"Dooge Nash International Symposium/Workshop and Hydrology Master-classes 2014","Policy"
"Earth Festival - Science through Art: A collaborative learning experience","Education"
"Exploring Nature's Power","Others"
"Youth Academy STEM","Others"
"Citizen Solar Scientest","Others"
"I'm a Scientist / Engineer - Get me out of here","Engineering"
"A scalable portable humanoid robot soccer exhibition platform","Technology"
"SFI Internship Award","Policy"
"Speed and Sensitivity; Expanding Astronomical Horizons with ELTs","Others"
"The 13th International Technology & Telecommunications Conference (IT&T 2014)","Technology"
"Collaborative Predictive Biomarker/Companion Diagnostic Programme in Oncology: Integration of Bayer Healthcare Pharmaceuticals/ Royal College of Surgeons in Ireland Translational Research Agenda through application of a Global Medical Affairs Strategy","Policy"
"Commercialisation of Bacterial Imaging Technology","Technology"
"MOB-SIM@ A mobility simulation platform for enabling smarter intermodal transportation","Technology"
"The 9th International Cancer Conference - Living with Cancer in the 21st Century","Policy"
"18th Workshop on Dielectrics in Microelectronics","Education"
"Mayo Science & Technology Festival","Technology"
"Limb salvage using mesenchymal stem cell induced vascular regeneration","Biology"
"Centre for Academic Advancement","Others"
"Workshop on Quantitative Pharmacology and Systems Biology in Pharmaceutical Development","Education"
"Eurotherm Seminar 102: Thermal Management of Electronic Systems","Education"
"102nd European Study Group with Industry","Technology"
"10th William Rowan Hamilton Geometry and Topology Workshop","Mathematics"
"Workshop on Sustainable Phosphorous","Education"
"Bealtaine Festival","Others"
"ACAM/CECAM Ireland Workshop Series: Bridging Simulation, Experiment & Industrial application in Biology and Advanced Materials (Year V)","Education"
"Ireland-China ISCA Programme","Policy"
"From cells to tissues: Stem cells, Tissue repair and Tissue Engineering for Diabetes, Eye Diseases and Neuro-degenerative Diseases","Biology"
"4th Annual Meeting, Frontiers in Neurology (FIN)","Biology"
"24th Annual Meeting of the Network for CNS Transplation & Repair (NECTAR)","Technology"
"North Munster and Region Maths Week 2014","Others"
"Busking Physics","Physics"
"Sunspotters - Bringing the Sun to Secondary School Students","Education"
"Supramolecular Approaches to Protein Surface Recognition and Assembly (SupraSurf)","Chemistry"
"Functional polymers for (nano)medical devices","Engineering"
"Phenotype Engineering using MicroRNAs in Chinese Hamster Ovary (CHO)  Cells to Achieve Faster Growth Rate and Extended Culture Lifespan for more Efficient Biopharmaceutical Production","Engineering"
"App'ED","Others"
"Dynamic redefinition of codons: From antivirals to an essential micronutrient","Others"
"BCL-2 family proteins and cellular bioenergetics in the control of cell survival: Towards novel predictive and prognostic markers for disease progression and therapy responses in colorectal cancer patients","Biology"
"Functional analysis of the host adsorption and DNA injection processes of a lactococcal bacteriophage","Engineering"
"The ATR and ATM kinases: new roles in maintaining genome stability.","Biology"
"Design, Synthesis, and Development of CarbohydrateBased Vaccines, Therapeutics, Diagnostics, and Medical Devices.","Biology"
"Novel treatments and diagnostics for epilepsy via the ATP-gated P2X7 receptor","Others"
"microRNA in the pathogenesis and prognosis of neonatal brain injury","Biology"
"The Impact of Genetic Heterogeneity on Synthetic Lethality in Cancer","Biology"
"5th Charles Warren Workshop 2014","Education"
"37th International Symposium on Combustion, Dublin, Ireland Travel Award","Policy"
"The 8th Irish Human Computer Interaction Conference (Ihic 2014)","Technology"
"Fourth Workshop on Controlled Natural Language (CNL2014)","Education"
"SFI ERC Support - Aoife Gowen","Others"
"The cognitive thalamus: more than a relay","Others"
"Ecology and Evolution In Action: Lessons from Bats","Others"
"Rational design of amorphous carbon materials for the control of interfacial charge transfer and catalytic properties","Engineering"
"The epigenetic basis of stem cell maintenance and cellular differentiation in the cnidarian Hydractinia","Biology"
"International Conference on Stem Cell of Technology and Therapy","Education"
"Young Neuroscientists Symposium","Biology"
"Irish Society for Immunology Workshop on the Microbiota and Clinical Immunology","Biology"
"Marie Sklodowska-Curie Actions (MSCA) Programme Officer","Policy"
"STEM Awards","Policy"
"Employment Awards","Policy"
"Repetitive Loading of Marine Renewable Structures","Others"
"Genetic biomarkers for epilepsy predisposition and treatment","Biology"
"Irish Centre for Fetal and Neonatal Translational Research (INFANT) Supplement","Technology"
"Novel long-acting biotherapeutics targeted to sensory neurons and/or inflammatory cells for treating chronic neuropathic and inflammatory pain","Biology"
"Software Defined Control of Superchannel Transponders for super-Tb/s Elastic Optical Networks","Physics"
"Nonlinear wave-current interactions in the nearshore: addressing the role of vorticity and nonlinearity in the modelling of ocean energy","Mathematics"
"Bio-availing of Antimicrobial Resources","Biology"
"Roles of histone demethylase complexes in the control of fungal development and secondary metabolite production","Technology"
"Fundamental Insights into Load Induced Fibre Remodelling in Arterial Tissue; Applications in Vascular Tissue Engineering and Medical Device Development","Engineering"
"Investigating Natural Killer (NK) cell metabolism as a determinant of NK cell anti-tumour activity","Biology"
"Supramolecular Approaches to Protein Surface Recognition and Self Assembly","Chemistry"
"Identification of the Molecular Pathways that Mediate Cytokine Induced Immunopathology of the Gut Epithelium","Chemistry"
"Structure and Seismicity of Ireland's Crust","Others"
"An Analytical Platform for Early Stage Developability Assessment of Monoclonal Antibodies  How Manufacturable is a mAb Candidate?","Technology"
"Signal-Space Cooperative Relaying Techniques for Future Wireless Networks (CooperaNET)","Technology"
"Achieving nearly zero energy buildings - A life cycle assessment approach to retrofitting existing buildings (acronym: nZEB-RETROFIT)","Technology"
"Nonlinear optical micro-spectroscopy for multiplex suspension immunoassay","Physics"
"Three-dimensional microbiological imaging, automated analysis, and display using digital holography","Biology"
"Targeting RACK1 as a dynamic cog downstream of growth factor and adhesion signalling.","Others"
"Cell survival signalling mechanisms and drug delivery strategies for retinal neuroprotection","Biology"
"Role of NRXN1 in neurodevelopmental disorders: from stem cells to clinical phenotypes","Biology"
"Fastener-less Joining Technologies for High Performance Hybrid Composites-Metal Structures","Others"
"Supramolecular approach to novel nano-materials for biological and material applications","Chemistry"
"Regulation of Plant Immunity through Protein Degradation by the N-end Rule Pathway","Policy"
"SURF: Service-centric networking for urban-scale feedback systems","Technology"
"Development of the next generation of controllers for wave energy devices","Engineering"
"MicroRNA biofluid profiles as molecular diagnostics for epilepsy","Chemistry"
"An Internet Infrastructure for Video Streaming Optimisation (iVID)","Technology"
"aRTIVVIS: Real-time Time-variant Volume Visualisation","Others"
"Spatial audio over virtual and irregular arrays","Others"
"Sexual cycles, genomics, and mating-type switching in non-conventional yeast species","Biology"
"Theory and Application for the Discrete Logarithm Problem in Finite Fields: setting a Cryptographic World Record","Mathematics"
"Usage of peat biomass in novel products obtained with fibre-foam dispersions","Others"
"Copper diffusion barrier layers for advanced interconnect integration","Others"
"SMALL: Semi-Metal ALL-in-One Technologies","Others"
"Injection locking within Photonic Integrated Circuits supporting high spectral density optical communications","Physics"
"In situ formed Skin Substitute in Combination with Gene Therapy for Wound Healing","Biology"
"Improving Biopharmaceutical productivity from industrial CHO cell lines by microRNA knockdown","Biology"
"Using precision technologies, technology platforms and computational biology to increase the economic and environmental sustainability of pasture based production systems","Technology"
"Using precision technologies, technology platforms and computational biology to increase the economic and environmental sustainability of pasture based production systems","Technology"
"Model Predictive Control of Continuous Pharmaceutical Processes","Technology"
